group4/q1/a,group4/q1/b,group4/q1/c,group4/q1/d,group4/q1/e,group4/q1/f,group4/q1/g,group4/q1a,group4/q2/a,group4/q2/b,group4/q2/c,group4/q2/d,group4/q2/e,group4/q2/f,group4/q2a,group5/q3,group5/q4,group5/q5,group5/q6,group5/q7,group5/q8,group5/group6/q9,group5/group6/q10,group5/group7/q11,group5/group7/q12,group5/group7/q13,group5/group7/q14,group5/group8/q15,group5/group8/q16,group5/group8/q17,group5/group8/q17a,group5/group8/q18,group5/group8/q19,group5/group8/q20,meta/instanceID,_uuid,_submission_time,_tags,_notes,_version,_duration,_submitted_by
True,False,False,False,False,False,False,n/a,False,False,False,True,False,False,n/a,c5,d1,e3,f4,Chinese,d1,fund,Professional certification license combined fund,d1,ALL,Red tape,Establishing empirical data to recommend policy changes,40,women,b2,n/a,a208,d2,n/a,uuid:77e45efb-8cb7-402b-8566-14657892ef50,77e45efb-8cb7-402b-8566-14657892ef50,2015-08-09T02:05:25,,,None,,None
True,True,True,True,False,False,False,n/a,False,False,False,False,True,False,n/a,c2,d1,e3,f6,n/a,d3,Traders make money  Smokers are smoking unhappy,Health Promotion Administration Ministry of Health and Welfare,d3,pay medical,just co-payment medical,"I donot know,maybe goverment change brain",45,women,b8,n/a,a208,d2,n/a,uuid:3e8d1d5c-183e-4470-bea1-6d7c1e98a767,3e8d1d5c-183e-4470-bea1-6d7c1e98a767,2015-08-10T00:24:34,,,None,,None
True,True,True,False,False,False,False,n/a,False,False,False,False,True,False,n/a,c3,d3,e3,f6,Health Promotion Administration Ministry of Health and Welfare,d3,Traders make money  Smokers are smoking unhappy,Health Promotion Administration Ministry of Health and Welfare,d1,pay co-medical fee,not all pay medical  fee,health,45,women,b8,n/a,a208,d2,n/a,uuid:a658e3eb-81a6-4024-b59a-743384d7934c,a658e3eb-81a6-4024-b59a-743384d7934c,2015-08-10T00:28:30,,,None,,None
True,False,False,False,False,False,False,n/a,False,False,True,False,False,False,n/a,c5,d1,e3,f4,English,d1,lack of evidence,be devoted to the society education,d3,Not sure,Not sure,practice completely,38,women,b4,n/a,a208,d2,n/a,uuid:bff8b0b4-32b2-430c-84f3-329dcf991a4c,bff8b0b4-32b2-430c-84f3-329dcf991a4c,2015-08-10T05:19:19,,,None,,None
True,True,True,False,False,False,False,n/a,True,False,True,False,True,False,n/a,c5,d1,e3,f4,czech,d1,"In my country is not forbidden to smoke in public places, such as restaurants etc.",Bigger awareness of consequences of smoking,d1,They are comprehensible.,There is nothing that I do not like.,"I would not improve them, I am satisfied.",60,women,b1,n/a,a47,d2,n/a,uuid:c2065643-8fa7-49d8-93a1-fccbac2b7fa9,c2065643-8fa7-49d8-93a1-fccbac2b7fa9,2015-08-10T13:29:41,,,None,,None
True,True,True,True,True,False,False,n/a,True,True,True,True,False,False,n/a,c5,d1,e4,f4,chinese and english,d1,difficulties in claiming cessation medication,providing smoking cessation courses and the policy of cessation program reimbursement for patients,d1,national certificates of smoking cessation specialist,lacking of comparable compensation for smoking cessation specialists,reforming cessation medication claiming procedure for hospitalized patients,25,women,b8,n/a,a208,d2,n/a,uuid:99ff3ea5-4851-4a50-bac7-d75252b98838,99ff3ea5-4851-4a50-bac7-d75252b98838,2015-08-11T12:57:35,,,None,,None
False,False,True,False,False,False,False,n/a,False,False,False,False,False,True,There is not action now,c5,d1,e2,f3,chinese,d1,I do not clearly.,Country conduct classes.,d1,Quit smoking method,No,No,50,women,b4,n/a,a208,d2,n/a,uuid:fea501f4-195a-476e-bed3-fe838093c1dd,fea501f4-195a-476e-bed3-fe838093c1dd,2015-08-18T04:26:34,,,None,,None
False,False,False,False,True,False,False,n/a,True,False,False,False,False,False,n/a,c5,d1,e4,f5,Chinese,d1,Referral from other doctors,Tobacco control policy which limit smoking,d3,fair,fair,no,42,man,b1,n/a,a208,d3,n/a,uuid:6aa69725-6f20-424b-9c4d-f9c6fd535c02,6aa69725-6f20-424b-9c4d-f9c6fd535c02,2015-08-18T14:39:38,,,None,,None
True,False,True,False,True,False,False,n/a,True,False,False,False,False,False,n/a,c5,d1,e4,f5,English,d1,I have no idea.,I have no idea.,d1,I have no idea.,I have no idea.,I have no idea.,43,women,b9,Respiratory therapist,a208,d3,n/a,uuid:d02e7445-eef4-4f3c-9230-9da9437b3116,d02e7445-eef4-4f3c-9230-9da9437b3116,2015-08-21T05:07:00,,,None,,None
False,False,False,True,False,False,False,n/a,True,False,False,False,False,False,n/a,c4,d1,e3,f4,English,d1,The data source of evidence-based tobacco treatmet is not from my country people.,"The web lectures,powerpoints are most help to me for tobacco  treatment.",d1,I like to increase the price of tobacco in our country guidelines.,None.,None.,40,women,b2,n/a,a208,d2,n/a,uuid:88942d68-3a0d-463b-b032-eb211f7ba1c4,88942d68-3a0d-463b-b032-eb211f7ba1c4,2015-08-21T12:40:26,,,None,,None
True,True,False,False,True,False,False,n/a,True,True,True,False,False,False,n/a,c5,d3,e1,f3,Georgian,d2,no appropriate certification course and also no support from government or insurance companies to cover some expenses,udapted guideline and obligatory requirements for Health workers to provide appropriate services,d1,that it exists,there are not possible to find appropriate medicines in our country. from 10 you can find only 2-3,udaptation and professional requirements with auditing possibilities,44,man,b1,n/a,a182,d2,n/a,uuid:64a008a0-2056-4247-b79f-f982a505eb83,64a008a0-2056-4247-b79f-f982a505eb83,2015-08-21T12:50:41,,,None,,None
False,False,True,False,False,False,False,n/a,False,False,False,False,True,False,n/a,c3,d3,e5,f6,中文,d3,無,不知道,d3,不知道,不知道,不知道,28,women,b2,n/a,a208,d3,n/a,uuid:9bb08b1f-44e7-49ef-a782-8cad1e22b0bc,9bb08b1f-44e7-49ef-a782-8cad1e22b0bc,2015-08-23T15:44:53,,,None,,None
True,True,True,False,False,False,False,n/a,False,False,False,False,True,False,n/a,c4,d1,e3,f4,chinese,d1,expression,tax,d1,not sure,not sure,not sure,22,women,b2,n/a,a208,d2,n/a,uuid:fe00f0f5-c4aa-454e-970a-520a3d8c97db,fe00f0f5-c4aa-454e-970a-520a3d8c97db,2015-08-24T01:56:10,,,None,,None
False,False,False,False,True,False,False,n/a,False,False,False,False,False,True,煙癮門診衛教,c5,d1,e4,f4,台語 客家語 原住民語,d1,缺乏動機,心理治療,d1,"戒菸門診 ,推動菸害防治,戒菸班,無菸環境",無,無,35,women,b2,n/a,a208,d2,n/a,uuid:7a486218-b90a-4480-acc7-d4f03340a550,7a486218-b90a-4480-acc7-d4f03340a550,2015-08-24T06:01:16,,,None,,None
False,False,False,True,True,False,False,n/a,True,True,False,True,False,False,n/a,c5,d1,e3,f6,"português,inglês",d1,No Brasil tem um grande número de Tabagistas e pouco incentivo ao tratamento antitabagismota,"capacitação com acesso a todos os estados ,geralmente só existem no RJ,Brasilia no meu caso que moro  em Natal-RN não tenho condições financeira de me deslocar para participar e  o município não se interessa em ajudar",d1,não entendi,???????????,capacitação em todas os estados do país,-51.0,women,b9,coordenadora do Ambulatório de prevenção ao Tabagismo,a38,d3,n/a,uuid:8926b134-8799-4f7c-9f95-e8420e291a5b,8926b134-8799-4f7c-9f95-e8420e291a5b,2015-08-25T15:28:24,,,None,,None
True,False,False,False,True,False,False,n/a,True,True,False,False,False,False,n/a,c5,d3,e2,f3,Portuguese,d1,More people must be trained;,Health Students; health professionals; at de university and at the work places; to understand how  the tobbaco dependence occurs and how they can help people who asks for help,d1,It emphasize the cognitive comportamental approach and the importance of see the patient in the next year after he (she) starts to abandone tobbaco,"I don't know, I like it. I think it is a good guideline.","More than change guidelines, we need that more professionals can access it and have training about how to help people who wants quit tobbaco",45,man,b1,n/a,a38,d2,n/a,uuid:48123909-7c78-49cb-9977-cd9e22a904f2,48123909-7c78-49cb-9977-cd9e22a904f2,2015-08-25T18:41:18,,,None,,None
